datetime,open,close,high,low,volume,status
20240102,49.37,48.0,49.61,47.6,310471500.0,1
20240103,47.9,47.62,48.19,47.26,244303500.0,1
20240104,47.79,48.08,48.5,47.51,235776900.0,1
20240105,48.03,49.18,49.55,47.73,321327100.0,1
20240108,49.0,52.58,52.6,48.68,491834700.0,1
20240109,52.49,53.23,54.33,51.69,605198100.0,1
20240110,53.41,54.53,54.63,53.07,419443800.0,1
20240111,54.71,54.7,55.35,53.56,473831100.0,1
20240112,54.73,54.68,54.97,54.23,281451900.0,1
20240116,54.39,56.57,56.84,54.08,338723100.0,1
20240117,56.01,55.94,56.79,54.74,366640100.0,1
20240118,56.61,57.39,57.6,55.77,376031100.0,1
20240119,57.71,59.42,59.65,57.23,414312200.0,1
20240122,60.01,59.73,60.52,59.07,326904300.0,1
20240123,59.85,60.19,60.19,58.59,221178100.0,1
20240124,60.41,61.4,62.85,59.94,428612000.0,1
20240125,61.89,60.63,62.72,60.12,373343200.0,1
20240126,60.43,61.01,61.78,60.15,292713800.0,1
20240129,61.41,63.2,63.44,60.91,259288900.0,1
20240130,63.29,61.48,63.49,60.8,315211500.0,1
20240131,61.69,61.65,62.27,60.7,346367400.0,1
20240201,62.2,64.03,64.11,61.65,283446100.0,1
20240202,64.15,66.4,66.6,63.69,356688000.0,1
20240205,66.67,69.88,69.99,66.42,510358900.0,1
20240206,70.72,67.45,71.22,66.3,504500900.0,1
20240207,67.8,70.44,70.97,67.48,369634900.0,1
20240208,70.6,69.75,70.79,69.35,297200200.0,1
20240209,69.9,72.13,72.3,69.75,327334700.0,1
20240212,72.4,72.02,74.61,71.25,452514000.0,1
20240213,71.9,72.36,73.45,69.62,443851600.0,1
20240214,72.99,73.8,74.24,71.94,376236100.0,1
20240215,74.02,73.08,74.43,72.4,308360900.0,1
20240216,73.2,72.72,74.4,72.5,365007800.0,1
20240220,72.79,68.48,72.79,67.73,492621300.0,1
20240221,68.13,73.06,74.6,64.5,453671000.0,1
20240222,74.92,79.9,79.97,74.2,590691500.0,1
20240223,80.22,78.63,82.39,77.57,592987800.0,1
20240226,79.09,78.94,80.65,78.5,361667200.0,1
20240227,79.3,78.53,79.52,77.16,280875200.0,1
20240228,78.34,77.33,78.93,76.94,275972100.0,1
20240229,77.31,79.57,79.99,77.24,384098000.0,1
20240301,80.14,82.32,82.58,79.44,341560700.0,1
20240304,83.21,85.91,87.7,83.04,431213100.0,1
20240305,85.34,85.75,86.6,83.17,377228600.0,1
20240306,86.42,88.93,89.72,86.2,425193100.0,1
20240307,88.92,94.25,94.28,88.6,419633400.0,1
20240308,95.5,85.7,97.4,85.48,753897100.0,1
20240311,85.8,86.98,89.7,84.3,452175300.0,1
20240312,87.32,93.12,93.23,86.15,473829300.0,1
20240313,93.6,90.5,93.8,88.44,449669300.0,1
20240314,90.7,87.3,90.99,86.6,427512100.0,1
20240315,87.0,88.19,89.55,86.26,440107200.0,1
20240318,88.62,86.89,92.41,86.33,479046800.0,1
20240319,87.7,89.05,90.54,85.01,475392300.0,1
20240320,89.02,91.2,91.2,88.22,339303900.0,1
20240321,91.61,91.49,92.65,90.41,333792600.0,1
20240322,91.6,94.02,94.78,90.8,409469200.0,1
20240325,94.65,95.38,96.77,93.1,391589800.0,1
20240326,95.45,92.65,96.38,92.36,371546900.0,1
