datetime,open,close,high,low,volume,status
20240102,248.05,248.51,251.25,244.41,219055600.0,1
20240103,247.41,238.17,248.48,236.32,255426100.0,1
20240104,239.15,238.68,242.7,237.4,219222100.0,1
20240105,237.12,237.36,240.12,234.9,197856200.0,1
20240106,237.36,237.4,237.43,237.17,137100.0,1
20240108,236.0,240.31,241.25,234.7,175164000.0,1
20240109,239.45,234.45,240.5,232.04,203519100.0,1
20240110,235.51,233.74,236.54,231.33,194403600.0,1
20240111,235.51,225.4,236.0,225.16,217535600.0,1
20240112,222.7,218.72,225.34,217.15,255546100.0,1
20240113,218.7,218.95,219.0,218.56,298600.0,1
20240116,214.8,220.51,223.49,212.18,237116500.0,1
20240117,215.9,214.83,219.0,212.01,215144300.0,1
20240118,215.53,210.58,219.26,208.74,224483400.0,1
20240119,211.85,212.2,213.19,207.56,215469600.0,1
20240120,212.23,212.4,212.46,212.07,187500.0,1
20240122,213.45,208.02,217.8,206.27,247644200.0,1
20240123,208.49,210.37,215.65,207.75,223277300.0,1
20240124,212.08,195.68,213.0,195.06,244842200.0,1
20240125,195.17,182.68,196.26,180.06,391214400.0,1
20240126,183.31,184.18,186.78,182.1,221693100.0,1
20240127,184.18,184.08,184.2,184.0,302900.0,1
20240129,185.55,192.39,192.48,183.67,258715700.0,1
20240130,194.1,185.04,196.36,182.53,223886200.0,1
20240131,185.95,188.3,193.97,185.04,213796500.0,1
20240201,190.03,189.93,191.6,184.28,192120600.0,1
20240202,190.19,187.63,190.59,182.0,226127900.0,1
20240203,187.6,187.15,187.63,187.03,178900.0,1
20240205,186.62,180.1,187.45,175.01,275807100.0,1
20240206,178.99,185.1,186.49,175.84,263010600.0,1
20240207,186.24,187.38,190.61,182.68,230728000.0,1
20240208,189.0,189.3,191.62,185.58,177232300.0,1
20240209,190.38,193.47,194.12,189.48,177272000.0,1
20240210,193.47,193.51,193.52,193.4,201300.0,1
20240212,193.41,187.79,195.29,187.28,199312000.0,1
20240213,187.77,184.12,188.78,181.92,179206300.0,1
20240214,185.22,190.21,194.68,183.35,171661700.0,1
20240215,190.41,202.1,202.22,188.85,251900800.0,1
20240216,203.5,199.48,205.4,197.4,227879700.0,1
20240217,199.48,199.52,199.62,199.36,197500.0,1
20240220,196.98,192.91,198.6,189.13,216928900.0,1
20240221,192.16,195.82,199.44,191.28,222470500.0,1
20240222,197.51,196.59,198.5,191.36,188420700.0,1
20240223,196.48,191.32,197.57,190.8,159845500.0,1
20240224,191.3,191.16,191.31,191.01,169100.0,1
20240226,191.13,199.49,201.78,190.08,230279700.0,1
20240227,199.75,199.54,205.6,198.26,229104400.0,1
20240228,200.0,201.2,205.3,198.44,212487400.0,1
20240229,201.39,200.41,205.28,198.44,177813100.0,1
20240301,201.95,202.4,204.52,198.5,171302500.0,1
20240302,202.32,202.27,202.6,202.25,176700.0,1
20240304,201.69,187.2,202.39,186.72,276355000.0,1
20240305,184.75,181.02,186.19,177.57,241884400.0,1
20240306,182.73,175.16,183.79,173.7,217861500.0,1
20240307,175.09,178.1,180.0,172.11,213544000.0,1
20240308,179.48,174.88,183.81,174.7,172981800.0,1
20240309,174.86,174.98,175.0,174.72,278000.0,1
20240311,176.34,178.65,182.87,174.8,176760600.0,1
20240312,179.79,177.91,180.53,172.41,180287500.0,1
20240313,178.35,168.6,178.39,167.7,211631200.0,1
20240314,168.56,162.9,171.17,160.51,247562400.0,1
20240315,163.0,164.01,165.19,160.76,196486200.0,1
20240318,166.7,173.63,174.72,165.32,221933900.0,1
20240319,174.2,171.47,176.0,167.42,158969200.0,1
20240320,172.81,177.8,178.0,170.82,177951500.0,1
20240321,179.0,173.43,179.0,171.8,150700300.0,1
20240322,173.11,170.8,173.49,165.43,154800700.0,1
20240325,168.5,173.6,175.24,167.66,152447200.0,1
20240326,175.0,178.98,184.25,174.34,231859300.0,1
20240327,179.21,180.37,181.91,176.0,172723400.0,1
20240328,180.5,175.05,180.92,175.03,156401500.0,1
20240401,177.5,173.54,178.26,170.21,169931100.0,1
