datetime,open,close,high,low,volume,status
20230103,120.02,107.27,121.9,104.64,478047600.0,1
20230104,108.88,113.54,114.59,107.28,384159700.0,1
20230105,112.5,110.15,114.87,107.16,333789300.0,1
20230106,107.69,113.1,114.39,101.2,459588500.0,1
20230109,114.03,120.3,123.52,113.75,406412900.0,1
20230110,120.6,118.59,122.76,115.0,360865900.0,1
20230111,118.63,123.09,125.95,118.23,395892600.0,1
20230112,123.22,122.94,124.6,117.0,364129500.0,1
20230113,118.0,122.19,123.0,115.6,393142100.0,1
20230117,122.0,131.49,132.3,120.6,401549000.0,1
20230118,132.16,127.86,137.5,127.01,421375000.0,1
20230119,127.47,127.93,129.99,124.3,380040700.0,1
20230120,128.36,133.55,133.55,127.34,308358700.0,1
20230123,133.87,144.72,145.39,133.5,441931900.0,1
20230124,146.0,142.46,146.5,140.64,348703600.0,1
20230125,142.47,152.13,152.19,138.07,410350100.0,1
20230126,153.43,159.3,161.42,152.35,500416000.0,1
20230127,159.89,178.04,180.68,158.0,656431400.0,1
20230130,178.5,166.61,180.0,165.8,491019200.0,1
20230131,165.89,172.27,174.3,162.78,429676900.0,1
20230201,173.22,184.25,184.84,169.97,466628700.0,1
20230202,185.11,184.8,196.76,182.61,466533000.0,1
20230203,183.47,193.04,199.0,182.0,496895900.0,1
20230206,192.91,194.8,198.17,189.1,402618000.0,1
20230207,195.38,196.25,197.8,189.55,404749100.0,1
20230208,196.2,202.0,203.0,194.31,387775300.0,1
20230209,205.0,207.96,214.0,201.29,450219000.0,1
20230210,206.01,195.01,206.73,192.92,431378400.0,1
20230213,194.54,195.35,199.5,187.61,369057400.0,1
20230214,195.5,210.96,210.98,189.44,462616300.0,1
20230215,209.0,215.49,215.75,206.11,380486800.0,1
20230216,216.6,197.26,217.82,196.74,485698100.0,1
20230217,199.0,209.41,209.77,197.5,456950100.0,1
20230221,205.95,196.19,209.71,195.8,378302600.0,1
20230222,198.94,201.9,203.0,191.83,417056500.0,1
20230223,203.45,200.29,205.13,196.33,314592800.0,1
20230224,198.1,196.23,201.33,192.8,304047000.0,1
20230227,198.0,208.17,209.42,195.68,338176100.0,1
20230228,208.08,205.36,212.6,203.75,323980600.0,1
20230301,207.66,195.77,209.05,195.12,330791800.0,1
20230302,191.4,190.2,193.75,185.42,384522900.0,1
20230303,191.96,197.74,200.48,190.8,329372700.0,1
20230306,198.45,193.15,199.6,192.3,277540600.0,1
20230307,194.11,187.45,194.68,186.1,317300700.0,1
20230308,187.45,181.4,188.2,180.0,325893500.0,1
20230309,179.28,170.7,185.18,170.0,355328600.0,1
20230310,171.84,173.13,178.29,168.44,407332800.0,1
20230313,178.0,174.4,179.25,164.0,352759100.0,1
20230314,174.72,184.15,184.49,173.8,311580700.0,1
20230315,184.5,180.54,185.66,176.03,312035700.0,1
20230316,180.99,183.86,185.81,178.84,259210400.0,1
20230317,184.14,179.05,186.22,177.33,282911300.0,1
20230320,176.45,183.31,186.44,176.29,279802500.0,1
20230321,184.56,197.5,198.0,183.42,324487500.0,1
20230322,197.6,192.36,200.66,189.8,319648500.0,1
20230323,194.3,192.9,199.31,188.65,306961700.0,1
20230324,194.0,190.23,194.28,187.15,251425900.0,1
20230327,190.23,192.96,197.39,189.6,262476700.0,1
20230328,192.36,189.65,193.95,185.43,212914400.0,1
20230329,191.27,192.78,195.29,189.44,269774900.0,1
20230330,194.66,195.35,197.33,193.12,236036500.0,1
20230331,195.35,207.65,208.0,195.15,366657300.0,1
20230403,204.0,193.2,206.8,192.2,353690500.0,1
20230404,194.51,192.75,198.75,190.32,263821300.0,1
20230405,192.35,184.19,194.0,183.76,281629800.0,1
20230406,184.81,185.0,187.2,179.83,264379200.0,1
20230410,183.56,184.4,185.9,176.11,308175500.0,1
20230411,184.51,186.6,189.19,184.15,251761400.0,1
20230412,186.29,179.9,191.59,179.75,328718900.0,1
20230413,181.25,185.95,186.5,180.33,248442900.0,1
20230414,185.36,185.0,186.57,182.01,210257600.0,1
20230417,185.08,186.69,189.69,182.69,251564500.0,1
20230418,186.82,184.04,188.58,183.57,199267700.0,1
20230419,181.49,169.65,183.5,169.07,261948300.0,1
20230420,169.69,163.1,171.48,160.56,432010900.0,1
20230421,164.51,165.11,166.08,161.32,266358600.0,1
20230424,164.72,161.62,165.65,158.61,305300600.0,1
20230425,160.45,161.81,163.47,158.75,268996300.0,1
20230426,161.0,153.17,162.5,152.9,330661000.0,1
20230427,155.45,159.0,160.87,151.71,272104500.0,1
20230428,158.48,164.25,165.0,157.32,269749300.0,1
20230501,164.3,160.91,165.0,158.83,239685200.0,1
20230502,161.5,159.99,165.49,158.93,280311200.0,1
20230503,160.3,161.79,165.0,159.91,260010900.0,1
20230504,162.61,162.0,163.25,159.65,208827800.0,1
20230505,162.05,170.0,170.79,161.7,227325900.0,1
20230508,170.37,171.02,174.44,169.19,240204700.0,1
20230509,171.69,169.03,171.69,166.56,190316700.0,1
20230510,168.4,168.46,174.43,166.68,254624500.0,1
20230511,169.06,174.76,174.9,166.79,217801300.0,1
20230512,174.65,167.2,177.38,167.12,335388300.0,1
20230515,168.55,166.51,169.94,164.54,228498000.0,1
20230516,166.75,168.55,169.52,164.35,213035800.0,1
20230517,168.82,174.1,174.5,167.18,270246500.0,1
20230518,174.15,178.35,179.0,172.45,235702900.0,1
20230519,178.21,180.0,181.95,176.31,291319700.0,1
20230522,179.12,189.4,189.4,179.12,283061600.0,1
20230523,188.3,184.84,192.96,184.63,338251700.0,1
20230524,184.43,185.25,187.94,178.22,291338700.0,1
20230525,185.98,184.47,187.25,180.58,205598300.0,1
20230526,184.39,194.0,198.6,183.7,342549800.0,1
20230530,196.25,201.59,204.48,194.55,269980800.0,1
20230531,200.14,203.75,203.95,195.12,319502900.0,1
20230601,203.76,207.85,209.8,199.37,313544800.0,1
20230602,208.76,213.8,217.25,207.0,352979800.0,1
20230605,214.0,216.09,221.29,212.0,319584600.0,1
20230606,216.59,225.07,225.5,212.53,313913900.0,1
20230607,224.0,223.1,230.83,222.7,392117600.0,1
20230608,223.16,246.65,249.0,221.38,347882600.0,1
20230609,246.0,243.88,252.42,242.02,415500800.0,1
20230612,246.2,250.0,250.97,243.7,313149500.0,1
20230613,252.54,260.57,261.98,250.3,337100400.0,1
20230614,262.0,254.76,264.88,250.5,353641600.0,1
20230615,253.7,253.5,258.95,247.29,333869000.0,1
20230616,254.44,261.49,263.6,252.6,347324700.0,1
20230620,259.0,278.1,278.44,256.3,349567600.0,1
20230621,273.0,256.9,279.54,256.0,442323100.0,1
20230622,256.3,265.8,266.75,248.25,335651400.0,1
20230623,262.1,253.18,264.27,252.55,372916100.0,1
20230626,253.0,240.86,258.37,238.5,376781200.0,1
20230627,241.15,247.2,251.1,239.0,350554100.0,1
20230628,248.01,257.55,259.88,246.61,340774200.0,1
20230629,257.55,257.55,261.41,253.61,277938800.0,1
20230630,258.32,261.8,264.45,257.93,232963700.0,1
20230703,274.68,278.88,284.25,264.1,245464700.0,1
20230705,278.45,283.16,283.85,276.11,279581800.0,1
20230706,280.49,274.62,282.48,272.88,252225200.0,1
20230707,274.49,274.95,280.78,273.28,239125000.0,1
20230710,273.5,268.4,277.52,265.1,250323600.0,1
20230711,270.81,269.83,271.88,266.37,194655900.0,1
20230712,271.04,272.91,277.68,270.5,200462700.0,1
20230713,274.07,277.46,279.45,270.6,231493100.0,1
20230714,278.06,281.76,285.3,276.07,246528900.0,1
20230717,283.1,290.4,292.23,282.58,269084600.0,1
20230718,290.85,292.7,295.26,286.01,229591600.0,1
20230719,293.5,279.07,299.29,275.79,285548800.0,1
20230720,280.21,260.6,284.6,260.22,338067800.0,1
20230721,265.49,258.7,268.91,255.8,327336100.0,1
20230724,257.5,270.04,270.88,253.0,285826500.0,1
20230725,271.65,264.5,274.0,263.8,234749600.0,1
20230726,264.78,265.28,268.04,261.75,204911300.0,1
20230727,268.7,256.7,269.98,255.13,213429900.0,1
20230728,260.02,266.75,267.4,256.5,231490400.0,1
20230731,266.02,267.94,269.08,263.78,179146000.0,1
20230801,267.38,258.73,268.5,258.46,174791600.0,1
20230802,255.27,255.43,259.52,250.49,210211000.0,1
20230803,252.07,260.55,261.4,251.32,208366200.0,1
20230804,261.98,253.78,264.77,253.1,209783800.0,1
20230807,256.6,251.75,257.5,242.76,227732200.0,1
20230808,250.47,248.8,250.99,245.01,204121600.0,1
20230809,251.1,242.01,252.12,241.32,207925000.0,1
20230810,244.0,246.01,251.8,242.0,229840400.0,1
20230811,245.05,241.8,245.98,238.02,202414900.0,1
20230814,240.0,239.44,240.7,233.75,202170700.0,1
20230815,237.97,231.43,240.5,231.1,184528500.0,1
20230816,231.03,223.07,233.97,223.01,234190900.0,1
20230817,224.52,217.6,229.22,216.38,255694900.0,1
20230818,217.48,218.8,218.8,212.36,288264700.0,1
20230821,220.5,233.38,233.5,217.0,283209700.0,1
20230822,236.9,232.89,241.55,229.55,267566100.0,1
20230823,236.6,240.95,243.75,226.5,215285700.0,1
20230824,242.0,230.0,244.05,228.18,208209600.0,1
20230825,230.2,239.19,239.69,227.8,223999800.0,1
20230828,239.66,238.91,244.5,235.35,230171200.0,1
20230829,238.95,256.25,257.77,237.2,280335400.0,1
20230830,254.9,256.45,260.51,250.59,258761800.0,1
20230831,255.29,257.96,261.18,255.0,229507400.0,1
20230901,259.1,245.25,260.65,242.01,273044200.0,1
20230905,245.5,256.08,258.0,242.6,272723000.0,1
20230906,254.79,250.66,257.49,245.06,250312900.0,1
20230907,248.49,250.34,252.81,243.26,243024200.0,1
20230908,251.19,249.01,256.52,246.67,254565300.0,1
20230911,258.25,272.41,274.85,253.93,355455000.0,1
20230912,271.88,267.7,278.39,266.6,283349500.0,1
20230913,268.79,271.76,274.98,266.1,233820000.0,1
20230914,272.32,276.89,277.0,270.42,223286700.0,1
20230915,277.45,273.1,278.98,271.0,278925200.0,1
