datetime,open,close,high,low,volume,status
20250101,402.65,401.92,403.1,401.6,455800.0,1
20250102,408.0,381.38,412.42,373.04,198712300.0,1
20250103,383.1,411.98,412.7,377.56,180368100.0,1
20250104,411.98,412.82,413.53,411.88,723200.0,1
20250106,415.2,411.18,426.43,401.7,161828600.0,1
20250107,411.35,394.5,414.33,390.0,142229200.0,1
20250108,395.02,393.78,402.5,387.0,136334600.0,1
20250109,393.8,392.93,393.8,392.71,224400.0,1
20250110,395.65,393.63,399.28,377.29,117626200.0,1
20250111,393.7,393.1,393.72,392.82,207900.0,1
20250113,385.9,411.58,413.5,380.07,125656500.0,1
20250114,412.7,394.84,422.64,393.0,159283900.0,1
20250115,395.89,427.58,429.8,394.98,153452600.0,1
20250116,427.5,412.5,429.11,409.13,128809800.0,1
20250117,415.1,427.7,439.74,414.51,176343500.0,1
20250118,427.7,428.55,428.65,427.5,380300.0,1
20250121,431.4,421.89,436.66,406.31,162373600.0,1
20250122,420.38,415.67,428.0,413.39,112885000.0,1
20250123,413.0,412.21,420.73,408.95,96745700.0,1
20250124,413.5,406.15,418.88,405.78,109473100.0,1
20250125,406.15,405.47,406.6,405.42,350200.0,1
20250127,393.0,397.4,407.6,379.0,106523400.0,1
20250128,399.3,396.17,400.7,386.5,92761200.0,1
20250129,398.2,403.8,413.1,365.0,125717800.0,1
20250130,404.35,401.95,412.5,384.41,183944300.0,1
20250131,401.2,403.34,419.99,397.55,161270000.0,1
20250201,403.3,402.02,403.6,402.0,289700.0,1
20250203,389.8,389.76,404.6,374.36,169657900.0,1
20250204,382.0,389.2,394.0,377.68,108627400.0,1
20250205,388.48,376.5,390.1,375.53,108798100.0,1
20250206,377.95,371.01,379.75,363.18,148074000.0,1
20250207,370.5,358.34,380.55,357.6,133743500.0,1
20250208,358.33,357.36,358.68,357.32,630300.0,1
20250210,357.1,348.05,362.7,347.78,145846800.0,1
20250211,347.77,326.9,351.78,325.1,224018400.0,1
20250212,327.0,342.85,346.4,320.07,201275600.0,1
20250213,340.42,355.7,358.69,338.77,170583000.0,1
20250214,359.52,354.13,363.81,347.5,129719800.0,1
20250215,354.13,354.0,354.48,353.82,185700.0,1
20250218,356.0,354.45,362.3,350.01,97424000.0,1
20250219,354.0,360.15,367.34,352.19,130788900.0,1
20250220,359.5,353.06,364.02,348.0,88053000.0,1
20250221,353.03,338.01,356.75,334.42,145079900.0,1
20250222,338.01,337.3,338.6,337.25,272400.0,1
20250224,337.31,326.97,346.68,324.7,142548500.0,1
20250225,327.8,305.71,333.69,297.25,253679300.0,1
20250226,307.0,289.0,310.18,288.04,181617200.0,1
20250227,290.78,283.13,298.13,280.91,186624100.0,1
20250228,280.33,292.76,294.13,273.6,217977200.0,1
20250301,292.72,294.4,294.45,292.72,367800.0,1
20250303,298.0,283.53,304.42,277.3,224049700.0,1
20250304,281.57,278.0,285.93,261.84,236610300.0,1
20250305,278.8,278.3,281.8,267.71,184735100.0,1
20250306,275.24,262.87,280.32,260.02,190548600.0,1
20250307,261.8,262.07,266.25,250.73,194802400.0,1
20250308,262.11,262.38,262.45,262.0,137600.0,1
20250310,258.0,215.01,259.7,215.0,362167600.0,1
20250311,221.04,234.99,237.07,218.13,339573300.0,1
