datetime,open,close,high,low,volume
202607010941,417.4,417.4,417.4,417.4,0.0
202607011330,421.57000732421875,424.7349853515625,425.2300109863281,421.54998779296875,1910770.0
202607011331,424.74609375,420.9200134277344,424.95001220703125,419.3301086425781,357639.0
202607011332,420.9089050292969,421.6050109863281,422.6882019042969,420.8900146484375,207167.0
202607011333,421.6400146484375,421.110107421875,421.8299865722656,420.7300109863281,183186.0
202607011334,421.17999267578125,423.42498779296875,423.75,421.0199890136719,247880.0
202607011335,423.42999267578125,422.1499938964844,424.3999938964844,421.5845031738281,239203.0
202607011336,422.17498779296875,422.2785949707031,423.2300109863281,421.8999938964844,163673.0
202607011337,422.4750061035156,422.2099914550781,423.3080139160156,422.0799865722656,149335.0
202607011338,422.2099914550781,421.5849914550781,422.9599914550781,421.35009765625,152426.0
202607011339,421.5101013183594,419.36138916015625,421.9399108886719,419.2431945800781,226828.0
202607011340,419.44500732421875,418.64691162109375,419.889892578125,418.3900146484375,165986.0
202607011341,418.69000244140625,420.29998779296875,420.9599914550781,418.090087890625,162246.0
202607011342,420.1400146484375,420.1300048828125,420.54278564453125,419.306884765625,104701.0
202607011343,420.1400146484375,419.79998779296875,420.1600036621094,419.0799865722656,81819.0
202607011344,419.7749938964844,420.3800048828125,420.7699890136719,419.660888671875,107731.0
202607011345,420.29998779296875,420.5,421.139892578125,420.0,132349.0
202607011346,420.2900085449219,421.6700134277344,422.08990478515625,420.2900085449219,165233.0
202607011347,421.6600036621094,422.7900085449219,422.84991455078125,421.3800048828125,145078.0
202607011348,422.822998046875,422.0400085449219,423.3299865722656,421.92999267578125,173849.0
202607011349,422.0350036621094,423.239990234375,423.3299865722656,421.92498779296875,122847.0
202607011350,423.1900939941406,422.8599853515625,423.29998779296875,422.260009765625,102739.0
202607011351,422.9100036621094,422.9100036621094,423.29998779296875,422.2099914550781,128673.0
202607011352,422.947998046875,423.05999755859375,423.4700012207031,422.6099853515625,102226.0
202607011353,423.0,422.54998779296875,423.2398986816406,422.340087890625,105808.0
202607011354,422.510009765625,423.2950134277344,423.3900146484375,422.45001220703125,87623.0
202607011355,423.2850036621094,424.135009765625,424.5,423.20001220703125,207785.0
202607011356,424.114990234375,423.17498779296875,424.2300109863281,422.6499938964844,107849.0
202607011357,423.1400146484375,423.0950012207031,423.49969482421875,422.5408020019531,64660.0
202607011358,423.02301025390625,423.0168151855469,423.8500061035156,422.8999938964844,66842.0
202607011359,423.0400085449219,422.67999267578125,423.1054992675781,422.5199890136719,88040.0
202607011400,422.95001220703125,423.2900085449219,423.6600036621094,422.8999938964844,77774.0
202607011401,423.29998779296875,424.4049987792969,424.4599914550781,422.9200134277344,104893.0
202607011402,424.4049987792969,423.82501220703125,424.9100036621094,423.34051513671875,183785.0
202607011403,423.8299865722656,424.18890380859375,424.57000732421875,423.6000061035156,97066.0
