date,symbol,ma200,ma150,ma50,latest price,latest volume
20260515,NVDA,185.9726,188.2821,193.0712,99197667.0,227.597
20260518,NVDA,186.1948,188.5431,193.9612,93473984.0,222.693
20260519,NVDA,186.4292,188.7584,194.7204,82382513.0,221.327
20260520,NVDA,186.6466,189.048,195.4944,94104915.0,223.642
20260521,NVDA,186.8528,189.3125,196.164,129071428.0,220.974
20260522,NVDA,187.0324,189.536,196.8078,102479807.0,216.971
20260526,NVDA,187.2029,189.7469,197.5,100962957.0,214.675
20260527,NVDA,187.3524,189.9467,198.0876,93711056.0,211.265
20260528,NVDA,187.5133,190.1673,198.734,82024762.0,213.338
20260529,NVDA,187.6532,190.373,199.3488,107286463.0,215.293
20260601,NVDA,187.8671,190.6543,200.2648,123676983.0,221.367
20260602,NVDA,188.071,190.8981,201.2672,116090903.0,226.065
20260603,NVDA,188.2426,191.0531,202.0494,94646540.0,216.523
20260604,NVDA,188.4258,191.1707,202.9186,100421017.0,216.748
20260605,NVDA,188.5731,191.1577,203.447,128022763.0,208.603
20260608,NVDA,188.7393,191.1961,204.195,72846504.0,208.382
20260609,NVDA,188.9053,191.2341,205.0084,108540617.0,205.214
20260610,NVDA,189.0175,191.191,205.7134,93132708.0,203.336
20260611,NVDA,189.1428,191.2322,206.3228,88219459.0,202.496
20260612,NVDA,189.2599,191.2987,206.9116,67257914.0,205.106
20260615,NVDA,189.4142,191.4612,207.6128,77851058.0,211.005
20260616,NVDA,189.5504,191.5896,208.2082,65803013.0,209.151
20260617,NVDA,189.7027,191.6269,208.7392,69495177.0,206.577
20260618,NVDA,189.9022,191.7438,209.3114,241220000.0,210.455
